,line,__fileposition__
460,"523,Ruby in Paradise (1993),Drama",21067
461,"524,Rudy (1993),Drama",21102
462,"526,""Savage Nights (Nuits fauves, Les) (1992)"",Drama",21125
463,"527,Schindler's List (1993),Drama|War",21179
464,"528,""Scout, The (1994)"",Comedy|Drama",21218
465,"529,Searching for Bobby Fischer (1993),Drama",21256
466,"531,""Secret Garden, The (1993)"",Children|Drama",21302
467,"532,Serial Mom (1994),Comedy|Crime|Horror",21350
468,"533,""Shadow, The (1994)"",Action|Adventure|Fantasy|Mystery",21393
469,"534,Shadowlands (1993),Drama|Romance",21452
470,"535,Short Cuts (1993),Drama",21490
471,"536,""Simple Twist of Fate, A (1994)"",Drama",21519
472,"537,Sirens (1994),Drama",21563
473,"538,Six Degrees of Separation (1993),Drama",21588
474,"539,Sleepless in Seattle (1993),Comedy|Drama|Romance",21632
475,"540,Sliver (1993),Thriller",21686
476,"541,Blade Runner (1982),Action|Sci-Fi|Thriller",21714
477,"542,Son in Law (1993),Comedy|Drama|Romance",21762
478,"543,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller",21806
479,"544,Striking Distance (1993),Action|Crime",21871
480,"546,Super Mario Bros. (1993),Action|Adventure|Children|Comedy|Fantasy|Sci-Fi",21914
481,"547,Surviving the Game (1994),Action|Adventure|Thriller",21992
482,"548,Terminal Velocity (1994),Action|Mystery|Thriller",22049
483,"549,Thirty-Two Short Films About Glenn Gould (1993),Drama|Musical",22103
484,"550,Threesome (1994),Comedy|Romance",22170
485,"551,""Nightmare Before Christmas, The (1993)"",Animation|Children|Fantasy|Musical",22207
486,"552,""Three Musketeers, The (1993)"",Action|Adventure|Comedy|Romance",22288
487,"553,Tombstone (1993),Action|Drama|Western",22356
488,"555,True Romance (1993),Crime|Thriller",22399
489,"556,""War Room, The (1993)"",Documentary",22439
490,"558,""Pagemaster, The (1994)"",Action|Adventure|Animation|Children|Fantasy",22479
491,"562,Welcome to the Dollhouse (1995),Comedy|Drama",22553
492,"563,Germinal (1993),Drama|Romance",22603
493,"564,Chasers (1994),Comedy",22638
494,"567,Kika (1993),Comedy|Drama",22665
495,"568,Bhaji on the Beach (1993),Comedy|Drama",22695
496,"569,Little Big League (1994),Comedy|Drama",22739
497,"573,""Ciao, Professore! (Io speriamo che me la cavo) (1992)"",Drama",22782
498,"574,Spanking the Monkey (1994),Comedy|Drama",22849
499,"575,""Little Rascals, The (1994)"",Children|Comedy",22894
500,"577,Andre (1994),Adventure|Children|Drama",22944
501,"579,""Escort, The (Scorta, La) (1993)"",Crime|Thriller",22987
502,"580,Princess Caraboo (1994),Drama",23041
503,"581,""Celluloid Closet, The (1995)"",Documentary",23076
504,"583,Dear Diary (Caro Diario) (1994),Comedy|Drama",23124
505,"585,""Brady Bunch Movie, The (1995)"",Comedy",23174
506,"586,Home Alone (1990),Children|Comedy",23218
507,"587,Ghost (1990),Comedy|Drama|Fantasy|Romance|Thriller",23257
508,"588,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical",23313
509,"589,Terminator 2: Judgment Day (1991),Action|Sci-Fi",23377
510,"590,Dances with Wolves (1990),Adventure|Drama|Western",23430
511,"592,Batman (1989),Action|Crime|Thriller",23485
512,"593,""Silence of the Lambs, The (1991)"",Crime|Horror|Thriller",23526
513,"594,Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical",23588
514,"595,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX",23673
515,"596,Pinocchio (1940),Animation|Children|Fantasy|Musical",23754
516,"597,Pretty Woman (1990),Comedy|Romance",23811
517,"599,""Wild Bunch, The (1969)"",Adventure|Western",23851
518,"600,Love and a .45 (1994),Action|Comedy|Crime",23899
519,"602,""Great Day in Harlem, A (1994)"",Documentary",23946
520,"605,One Fine Day (1996),Drama|Romance",23995
521,"606,Candyman: Farewell to the Flesh (1995),Fantasy|Horror",24034
522,"608,Fargo (1996),Comedy|Crime|Drama|Thriller",24093
523,"609,Homeward Bound II: Lost in San Francisco (1996),Adventure|Children",24139
524,"610,Heavy Metal (1981),Action|Adventure|Animation|Horror|Sci-Fi",24211
525,"611,Hellraiser: Bloodline (1996),Action|Horror|Sci-Fi",24276
526,"612,""Pallbearer, The (1996)"",Comedy",24331
527,"613,Jane Eyre (1996),Drama|Romance",24368
528,"615,Bread and Chocolate (Pane e cioccolata) (1973),Comedy|Drama",24404
529,"616,""Aristocats, The (1970)"",Animation|Children",24469
530,"617,""Flower of My Secret, The (La flor de mi secreto) (1995)"",Comedy|Drama",24518
531,"618,Two Much (1995),Comedy|Romance",24594
532,"619,Ed (1996),Comedy",24630
533,"626,""Thin Line Between Love and Hate, A (1996)"",Comedy",24652
534,"627,""Last Supper, The (1995)"",Drama|Thriller",24708
535,"628,Primal Fear (1996),Crime|Drama|Mystery|Thriller",24754
536,"631,All Dogs Go to Heaven 2 (1996),Adventure|Animation|Children|Fantasy|Musical|Romance",24807
537,"632,Land and Freedom (Tierra y libertad) (1995),Drama|War",24896
538,"633,Denise Calls Up (1995),Comedy",24955
539,"634,Theodore Rex (1995),Comedy",24990
540,"635,""Family Thing, A (1996)"",Comedy|Drama",25022
541,"636,Frisk (1995),Drama",25065
542,"637,Sgt. Bilko (1996),Comedy",25089
543,"638,Jack and Sarah (1995),Romance",25119
544,"639,Girl 6 (1996),Comedy|Drama",25154
545,"640,Diabolique (1996),Drama|Thriller",25186
546,"645,Nelly & Monsieur Arnaud (1995),Drama",25224
547,"647,Courage Under Fire (1996),Action|Crime|Drama|War",25266
548,"648,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller",25320
549,"649,Cold Fever (Á köldum klaka) (1995),Comedy|Drama",25386
550,"650,Moll Flanders (1996),Drama",25441
551,"653,Dragonheart (1996),Action|Adventure|Fantasy",25473
552,"656,Eddie (1996),Comedy",25522
553,"661,James and the Giant Peach (1996),Adventure|Animation|Children|Fantasy|Musical",25547
554,"662,Fear (1996),Thriller",25630
555,"663,Kids in the Hall: Brain Candy (1996),Comedy",25656
556,"665,Underground (1995),Comedy|Drama|War",25705
557,"667,Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite) (1996),Action",25746
558,"668,Song of the Little Road (Pather Panchali) (1955),Drama",25818
559,"670,""World of Apu, The (Apur Sansar) (1959)"",Drama",25878
560,"671,Mystery Science Theater 3000: The Movie (1996),Comedy|Sci-Fi",25930
561,"673,Space Jam (1996),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi",25996
562,"674,Barbarella (1968),Adventure|Comedy|Sci-Fi",26069
563,"678,Some Folks Call It a Sling Blade (1993),Drama|Thriller",26116
564,"679,""Run of the Country, The (1995)"",Drama",26176
565,"680,""Alphaville (Alphaville, une étrange aventure de Lemmy Caution) (1965)"",Drama|Mystery|Romance|Sci-Fi|Thriller",26220
566,"685,It's My Party (1996),Drama",26336
567,"688,Operation Dumbo Drop (1995),Action|Adventure|Comedy|War",26368
568,"691,Mrs. Winterbourne (1996),Comedy|Romance",26429
569,"692,Solo (1996),Action|Sci-Fi|Thriller",26474
570,"694,""Substitute, The (1996)"",Action|Crime|Drama",26514
571,"695,True Crime (1996),Mystery|Thriller",26563
572,"697,Feeling Minnesota (1996),Drama|Romance",26603
573,"698,Delta of Venus (1995),Drama",26647
574,"700,Angus (1995),Comedy",26680
575,"703,Boys (1996),Drama",26705
576,"704,""Quest, The (1996)"",Action|Adventure",26728
577,"706,Sunset Park (1996),Drama",26770
578,"707,Mulholland Falls (1996),Crime|Drama|Thriller",26800
579,"708,""Truth About Cats & Dogs, The (1996)"",Comedy|Romance",26850
580,"709,Oliver & Company (1988),Adventure|Animation|Children|Comedy|Musical",26908
581,"710,Celtic Pride (1996),Comedy",26981
582,"711,Flipper (1996),Adventure|Children",27013
583,"714,Dead Man (1995),Drama|Mystery|Western",27052
584,"715,""Horseman on the Roof, The (Hussard sur le toit, Le) (1995)"",Drama|Romance",27095
585,"718,""Visitors, The (Visiteurs, Les) (1993)"",Comedy|Fantasy|Sci-Fi",27175
586,"719,Multiplicity (1996),Comedy",27242
587,"720,Wallace & Gromit: The Best of Aardman Animation (1996),Adventure|Animation|Comedy",27274
588,"722,""Haunted World of Edward D. Wood Jr., The (1996)"",Documentary",27361
589,"724,""Craft, The (1996)"",Drama|Fantasy|Horror|Thriller",27428
590,"725,""Great White Hype, The (1996)"",Comedy",27483
591,"726,Last Dance (1996),Drama",27526
592,"728,Cold Comfort Farm (1995),Comedy",27555
593,"731,Heaven's Prisoners (1996),Crime|Thriller",27592
594,"733,""Rock, The (1996)"",Action|Adventure|Thriller",27638
595,"735,Cemetery Man (Dellamorte Dellamore) (1994),Horror",27688
596,"736,Twister (1996),Action|Adventure|Romance|Thriller",27743
597,"737,Barb Wire (1996),Action|Sci-Fi",27797
598,"741,Ghost in the Shell (Kôkaku kidôtai) (1995),Animation|Sci-Fi",27833
599,"742,Thinner (1996),Horror|Thriller",27900
600,"743,Spy Hard (1996),Comedy",27936
601,"745,Wallace & Gromit: A Close Shave (1995),Animation|Children|Comedy",27964
602,"747,""Stupids, The (1996)"",Comedy",28034
603,"748,""Arrival, The (1996)"",Action|Sci-Fi|Thriller",28068
604,"750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War",28118
605,"757,Ashes of Time (Dung che sai duk) (1994),Drama",28210
606,"759,Maya Lin: A Strong Clear Vision (1994),Documentary",28261
607,"760,Stalingrad (1993),Drama|War",28317
608,"761,""Phantom, The (1996)"",Action|Adventure",28350
609,"762,Striptease (1996),Comedy|Crime",28394
610,"764,Heavy (1995),Drama|Romance",28430
611,"765,Jack (1996),Comedy|Drama",28462
612,"766,I Shot Andy Warhol (1996),Drama",28492
613,"773,Touki Bouki (1973),Drama",28529
614,"775,Spirits of the Dead (1968),Horror|Mystery",28559
615,"778,Trainspotting (1996),Comedy|Crime|Drama",28606
616,"779,'Til There Was You (1997),Drama|Romance",28651
617,"780,Independence Day (a.k.a. ID4) (1996),Action|Adventure|Sci-Fi|Thriller",28696
618,"781,Stealing Beauty (1996),Drama",28771
619,"782,""Fan, The (1996)"",Drama|Thriller",28805
620,"783,""Hunchback of Notre Dame, The (1996)"",Animation|Children|Drama|Musical|Romance",28843
621,"784,""Cable Guy, The (1996)"",Comedy|Thriller",28927
622,"785,Kingpin (1996),Comedy",28972
623,"786,Eraser (1996),Action|Drama|Thriller",28999
624,"788,""Nutty Professor, The (1996)"",Comedy|Fantasy|Romance|Sci-Fi",29040
625,"790,""Unforgettable Summer, An (Un été inoubliable) (1994)"",Drama",29105
626,"791,""Last Klezmer: Leopold Kozlowski, His Life and Music, The (1994)"",Documentary",29173
627,"795,Somebody to Love (1994),Drama",29256
628,"798,Daylight (1996),Action|Adventure|Drama|Thriller",29291
629,"799,""Frighteners, The (1996)"",Comedy|Horror|Thriller",29344
630,"800,Lone Star (1996),Drama|Mystery|Western",29398
631,"801,Harriet the Spy (1996),Children|Comedy",29442
632,"802,Phenomenon (1996),Drama|Romance",29486
633,"803,Walking and Talking (1996),Comedy|Drama|Romance",29523
634,"804,She's the One (1996),Comedy|Romance",29576
635,"805,""Time to Kill, A (1996)"",Drama|Thriller",29617
636,"806,American Buffalo (1996),Crime|Drama",29662
637,"808,Alaska (1996),Adventure|Children",29703
638,"809,Fled (1996),Action|Adventure",29741
639,"810,Kazaam (1996),Children|Comedy|Fantasy",29775
640,"813,Larger Than Life (1996),Comedy",29818
641,"818,""Very Brady Sequel, A (1996)"",Comedy",29854
642,"823,""Collector, The (La collectionneuse) (1967)"",Drama",29896
643,"824,Kaspar Hauser (1993),Drama|Mystery",29952
644,"828,""Adventures of Pinocchio, The (1996)"",Adventure|Children",29992
645,"829,Joe's Apartment (1996),Comedy|Fantasy|Musical",30054
646,"830,""First Wives Club, The (1996)"",Comedy",30105
647,"832,Ransom (1996),Crime|Thriller",30148
648,"833,High School High (1996),Comedy",30182
649,"835,Foxfire (1996),Drama",30218
650,"836,Chain Reaction (1996),Action|Adventure|Thriller",30244
651,"837,Matilda (1996),Children|Comedy|Fantasy",30297
652,"838,Emma (1996),Comedy|Drama|Romance",30341
653,"839,""Crow: City of Angels, The (1996)"",Action|Thriller",30379
654,"840,House Arrest (1996),Children|Comedy",30435
655,"841,""Eyes Without a Face (Yeux sans visage, Les) (1959)"",Horror",30476
656,"842,Tales from the Crypt Presents: Bordello of Blood (1996),Comedy|Horror",30541
657,"848,""Spitfire Grill, The (1996)"",Drama",30616
658,"849,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller",30656
659,"851,Basquiat (1996),Drama",30718
660,"852,Tin Cup (1996),Comedy|Drama|Romance",30745
661,"858,""Godfather, The (1972)"",Crime|Drama",30786
662,"861,Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha) (1992),Action|Comedy|Crime|Thriller",30827
663,"866,Bound (1996),Crime|Drama|Romance|Thriller",30944
664,"867,Carpool (1996),Comedy|Crime",30991
665,"869,Kansas City (1996),Crime|Drama|Musical|Thriller",31024
666,"870,Gone Fishin' (1997),Comedy",31077
667,"875,Nothing to Lose (1994),Action|Crime|Drama",31109
668,"876,Supercop 2 (Project S) (Chao ji ji hua) (1993),Action|Comedy|Crime|Thriller",31156
669,"879,""Relic, The (1997)"",Horror|Thriller",31237
670,"880,""Island of Dr. Moreau, The (1996)"",Sci-Fi|Thriller",31278
671,"881,First Kid (1996),Children|Comedy",31334
672,"882,""Trigger Effect, The (1996)"",Drama|Thriller",31372
673,"885,Bogus (1996),Children|Drama|Fantasy",31421
674,"886,Bulletproof (1996),Action|Comedy|Crime",31462
675,"888,Land Before Time III: The Time of the Great Giving (1995),Adventure|Animation|Children|Musical",31506
676,"889,1-900 (06) (1994),Drama|Romance",31606
677,"891,Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers) (1995),Horror|Thriller",31643
678,"892,Twelfth Night (1996),Comedy|Drama|Romance",31751
679,"893,Mother Night (1996),Drama",31798
680,"896,Wild Reeds (Les roseaux sauvages) (1994),Drama",31829
681,"897,For Whom the Bell Tolls (1943),Adventure|Drama|Romance|War",31881
682,"898,""Philadelphia Story, The (1940)"",Comedy|Drama|Romance",31945
683,"899,Singin' in the Rain (1952),Comedy|Musical|Romance",32004
684,"900,""American in Paris, An (1951)"",Musical|Romance",32059
685,"901,Funny Face (1957),Comedy|Musical",32111
686,"902,Breakfast at Tiffany's (1961),Drama|Romance",32149
687,"903,Vertigo (1958),Drama|Mystery|Romance|Thriller",32198
688,"904,Rear Window (1954),Mystery|Thriller",32249
689,"905,It Happened One Night (1934),Comedy|Romance",32290
690,"906,Gaslight (1944),Drama|Thriller",32339
691,"907,""Gay Divorcee, The (1934)"",Comedy|Musical|Romance",32375
692,"908,North by Northwest (1959),Action|Adventure|Mystery|Romance|Thriller",32430
693,"909,""Apartment, The (1960)"",Comedy|Drama|Romance",32503
694,"910,Some Like It Hot (1959),Comedy|Crime",32553
695,"911,Charade (1963),Comedy|Crime|Mystery|Romance|Thriller",32595
696,"912,Casablanca (1942),Drama|Romance",32653
697,"913,""Maltese Falcon, The (1941)"",Film-Noir|Mystery",32690
698,"914,My Fair Lady (1964),Comedy|Drama|Musical|Romance",32742
699,"915,Sabrina (1954),Comedy|Romance",32796
700,"916,Roman Holiday (1953),Comedy|Drama|Romance",32831
701,"917,""Little Princess, The (1939)"",Children|Drama",32878
702,"918,Meet Me in St. Louis (1944),Musical",32928
703,"919,""Wizard of Oz, The (1939)"",Adventure|Children|Fantasy|Musical",32969
704,"920,Gone with the Wind (1939),Drama|Romance|War",33036
705,"921,My Favorite Year (1982),Comedy",33085
706,"922,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Drama|Film-Noir|Romance",33121
707,"923,Citizen Kane (1941),Drama|Mystery",33196
708,"924,2001: A Space Odyssey (1968),Adventure|Drama|Sci-Fi",33235
709,"926,All About Eve (1950),Drama",33292
710,"927,""Women, The (1939)"",Comedy",33324
711,"928,Rebecca (1940),Drama|Mystery|Romance|Thriller",33356
712,"929,Foreign Correspondent (1940),Drama|Film-Noir|Mystery|Thriller",33407
713,"930,Notorious (1946),Film-Noir|Romance|Thriller",33474
714,"931,Spellbound (1945),Mystery|Romance|Thriller",33523
715,"932,""Affair to Remember, An (1957)"",Drama|Romance",33571
716,"933,To Catch a Thief (1955),Crime|Mystery|Romance|Thriller",33622
717,"934,Father of the Bride (1950),Comedy",33682
718,"935,""Band Wagon, The (1953)"",Comedy|Musical",33721
719,"936,Ninotchka (1939),Comedy|Romance",33766
720,"937,Love in the Afternoon (1957),Comedy|Romance",33803
721,"938,Gigi (1958),Musical",33852
722,"940,""Adventures of Robin Hood, The (1938)"",Action|Adventure|Romance",33877
723,"941,""Mark of Zorro, The (1940)"",Adventure",33946
724,"942,Laura (1944),Crime|Film-Noir|Mystery",33989
725,"943,""Ghost and Mrs. Muir, The (1947)"",Drama|Fantasy|Romance",34031
726,"944,Lost Horizon (1937),Drama",34092
727,"945,Top Hat (1935),Comedy|Musical|Romance",34123
728,"946,To Be or Not to Be (1942),Comedy|Drama|War",34166
729,"947,My Man Godfrey (1936),Comedy|Romance",34214
730,"948,Giant (1956),Drama|Romance|Western",34256
731,"949,East of Eden (1955),Drama",34296
732,"950,""Thin Man, The (1934)"",Comedy|Crime",34327
733,"951,His Girl Friday (1940),Comedy|Romance",34368
734,"952,Around the World in 80 Days (1956),Adventure|Comedy",34411
735,"953,It's a Wonderful Life (1946),Children|Drama|Fantasy|Romance",34468
736,"954,Mr. Smith Goes to Washington (1939),Drama",34533
737,"955,Bringing Up Baby (1938),Comedy|Romance",34580
738,"956,Penny Serenade (1941),Drama|Romance",34624
739,"959,Of Human Bondage (1934),Drama",34665
740,"961,Little Lord Fauntleroy (1936),Drama",34700
741,"963,""Inspector General, The (1949)"",Musical",34741
742,"965,""39 Steps, The (1935)"",Drama|Mystery|Thriller",34786
743,"968,Night of the Living Dead (1968),Horror|Sci-Fi|Thriller",34837
744,"969,""African Queen, The (1951)"",Adventure|Comedy|Romance|War",34897
745,"970,Beat the Devil (1953),Adventure|Comedy|Crime|Drama|Romance",34959
746,"971,Cat on a Hot Tin Roof (1958),Drama",35023
747,"973,Meet John Doe (1941),Comedy|Drama",35063
748,"976,""Farewell to Arms, A (1932)"",Romance|War",35102
749,"979,Nothing Personal (1995),Drama|War",35148
750,"981,Dangerous Ground (1997),Drama",35187
751,"982,Picnic (1955),Drama",35222
752,"984,""Pompatus of Love, The (1996)"",Comedy|Drama",35247
753,"986,Fly Away Home (1996),Adventure|Children",35296
754,"987,Bliss (1997),Drama|Romance",35341
755,"988,Grace of My Heart (1996),Comedy|Drama",35373
756,"990,Maximum Risk (1996),Action|Adventure|Thriller",35416
757,"991,Michael Collins (1996),Drama",35467
758,"993,Infinity (1996),Drama",35501
759,"994,Big Night (1996),Comedy|Drama",35528
760,"996,Last Man Standing (1996),Action|Crime|Drama|Thriller",35563
761,"998,Set It Off (1996),Action|Crime",35621
762,"999,2 Days in the Valley (1996),Crime|Film-Noir",35657
763,"1003,Extreme Measures (1996),Drama|Thriller",35706
764,"1004,""Glimmer Man, The (1996)"",Action|Thriller",35751
765,"1005,D3: The Mighty Ducks (1996),Children|Comedy",35799
766,"1006,""Chamber, The (1996)"",Drama",35849
767,"1007,""Apple Dumpling Gang, The (1975)"",Children|Comedy|Western",35883
768,"1008,""Davy Crockett, King of the Wild Frontier (1955)"",Adventure|Western",35947
769,"1009,Escape to Witch Mountain (1975),Adventure|Children|Fantasy",36021
770,"1010,""Love Bug, The (1969)"",Children|Comedy",36086
771,"1011,Herbie Rides Again (1974),Children|Comedy|Fantasy|Romance",36131
772,"1012,Old Yeller (1957),Children|Drama",36195
773,"1013,""Parent Trap, The (1961)"",Children|Comedy|Romance",36234
774,"1014,Pollyanna (1960),Children|Comedy|Drama",36290
775,"1015,Homeward Bound: The Incredible Journey (1993),Adventure|Children|Drama",36335
776,"1016,""Shaggy Dog, The (1959)"",Children|Comedy",36412
